日期,订单编号,下单时间,接单时长,店铺名称,店铺ID,店铺所在城市,订单支付类型,订单状态,订单配送状态,是否预订单,订单总金额,订单折扣后金额,平台承担活动金额,商家承担活动金额,商品分类,商品名称,UPC码,商品SKU码,商品销售数量,商品原价销售额,商品实付销售额,商品总补贴金额,商品商家补贴金额,商品平台补贴金额,是否部分退款商品,部分退款商品数量,部分退款商品金额,订单小额付款,配送费,是否活动订单,优惠活动,是否催单,回复状态,商家回复内容,配送时长,打包袋费,订单完成时间,订单取消原因（仅取消订单）
"	20240101-20240428","300953113743275085	","2024-02-21 21:10:25	",29秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,已送达,否,0.01,0.01,0,0,"心心心心	",美少女,,"222222222	",1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.47分,0,"2024-02-21 21:12:18	",
"	20240101-20240428","300953112442359442	","2024-02-21 21:12:38	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"心心心心	",美少女,,"222222222	",1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","300957241674358359	","2024-02-24 18:07:24	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,88,86,0,2,"店长优选??花礼	",奶茶花束/网红新款-【秋天的第一杯奶茶】6枝碎冰蓝搭配桔梗奶茶,,"nchs	",1,88,86,2,2,0,否,0,0,0,0,是,"满12.0元减2.0元	",否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","300973450132625804	","2024-03-07 00:17:06	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,是,0.1,0.1,0,0,"未分类	",花简简花花篮,,"223322	",1,0.1,0.1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","300973452411752407	","2024-03-07 00:19:48	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,已送达,是,0.1,0.1,0,0,"未分类	",花简简花花篮,,"223322	",1,0.1,0.1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.70分,0,"2024-03-07 00:24:02	",
"	20240101-20240428","300973463483331883	","2024-03-07 00:25:31	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,是,0.1,0.1,0,0,"未分类	",花简简花花篮,,"223322	",1,0.1,0.1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-03-08 07:15:00	",
"	20240101-20240428","300973460132625804	","2024-03-07 00:26:57	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,配送中,是,0.1,0.1,0,0,"未分类	",花简简花花篮,,"223322	",1,0.1,0.1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-03-08 06:45:00	",
"	20240101-20240428","300973473483331883	","2024-03-07 00:32:44	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,是,0.1,0.1,0,0,"未分类	",花简简花花篮,,"223322	",1,0.1,0.1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-03-08 06:45:00	",
"	20240101-20240428","300973470132625804	","2024-03-07 00:37:05	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单已处理,用户提交订单,是,0.1,0.1,0,0,"未分类	",花简预售花篮,"123	","123	",1,0.1,0.1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,
"	20240101-20240428","300973512584899726	","2024-03-07 01:15:14	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,是,0.1,0.1,0,0,"未分类	",花简简花花篮,,"223322	",1,0.1,0.1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-03-08 06:45:00	",
"	20240101-20240428","300973582584899726	","2024-03-07 02:21:04	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,配送中,是,0.1,0.1,0,0,"未分类	",花简简花花篮,,"223322	",1,0.1,0.1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-03-08 08:45:00	",
"	20240101-20240428","300973583483331883	","2024-03-07 02:26:44	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单已处理,配送中,是,0.1,0.1,0,0,"未分类	",花简预售中花篮,"1234	","123	",1,0.1,0.1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,
"	20240101-20240428","300973612584899726	","2024-03-07 02:59:32	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,是,20,18,0,2,"小香风【?】	",测试向日葵111,,"xrk001	",1,20,18,2,2,0,否,0,0,0,0,是,"满12.0元减2.0元	",否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","300974482605696216	","2024-03-07 17:28:59	",45秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,否,11,11,0,0,"小香风【?】	",美少女,,"222222222	",1,11,11,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-03-08 18:29:12	",
"	20240101-20240428","300974482605696216	","2024-03-07 17:28:59	",45秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,否,11,11,0,0,"小香风【?】	",ce61,,"6001	",1,0,0,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-03-08 18:29:12	",
"	20240101-20240428","300974603226024758	","2024-03-07 19:26:24	",78秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,配送中,否,0.01,0.01,0,0,"未分类	",鲜花666,,"bbb1	",1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-03-07 19:29:06	",
"	20240101-20240428","400975831786694544	","2024-03-08 15:59:42	",176秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"未分类	",鲜花666,,"bbb1	",1,0.01,0.01,0,0,0,否,0,0,0,0,否,,是,未回复,,0.00分,0,,"没有骑手接单	"
"	20240101-20240428","301004902442359442	","2024-03-28 20:29:34	",39秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,1,1,0,0,"水果	",测11鲜花,,"111	",1,1,1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301004913743275085	","2024-03-28 20:32:34	",12秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,1,1,0,0,"水果	",测11鲜花,,"111	",1,1,1,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301006141330909188	","2024-03-29 17:09:48	",12秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,已送达,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,15.83分,0,"2024-03-29 23:33:01	",
"	20240101-20240428","301010282274995659	","2024-04-01 14:03:30	",20秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301010292657034965	","2024-04-01 14:17:23	",31秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301010322657034965	","2024-04-01 14:46:31	",13秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-04-02 16:50:00	",
"	20240101-20240428","301010322170909313	","2024-04-01 14:47:58	",1秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-04-02 15:50:07	",
"	20240101-20240428","301010342657034965	","2024-04-01 15:03:15	",1秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301010412657034965	","2024-04-01 16:18:46	",0秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,已取消,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301020211371224006	","2024-04-08 11:31:43	",1秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301023071285427204	","2024-04-10 11:15:08	",1秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301023074127417070	","2024-04-10 11:16:23	",2秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-04-11 12:16:25	",
"	20240101-20240428","301027643375371658	","2024-04-13 15:27:05	",236秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,1.02,1.02,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301027643375371658	","2024-04-13 15:27:05	",236秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,1.02,1.02,0,0,"水果	",测11鲜花,,"111	",1,1,1,0,0,0,是,1,1,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301027643375371658	","2024-04-13 15:27:05	",236秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,1.02,1.02,0,0,"阿迪达斯1	",123ce,,"123d1	",1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301031892266881794	","2024-04-16 14:18:17	",99秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,已取消,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301031910881805910	","2024-04-16 14:38:23	",11秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,已取消,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301031921400063318	","2024-04-16 14:41:50	",6秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,已取消,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301032004115326115	","2024-04-16 16:00:35	",1秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,已送达,否,0.01,0.01,0,0,"阿迪达斯1	",123ce,,"123d1	",1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-04-16 22:36:58	",
"	20240101-20240428","301032002350415600	","2024-04-16 16:02:43	",1秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301040341085354643	","2024-04-22 11:05:11	",2秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301040551400063318	","2024-04-22 14:31:07	",2秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-04-23 15:58:08	",
"	20240101-20240428","301040551569443381	","2024-04-22 14:34:01	",2秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单完成,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,"2024-04-23 16:01:02	",
"	20240101-20240428","301047452876190422	","2024-04-27 09:33:46	",1秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单取消,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,"其他	"
"	20240101-20240428","301048222657034965	","2024-04-27 22:25:21	",21秒,"花简（中心路店）	","15302538	","衡水	",在线支付,订单已处理,用户提交订单,否,0.01,0.01,0,0,"水果||喜乐团圆?中秋节||阿迪达斯1||古古怪怪	",荷花4,,,1,0.01,0.01,0,0,0,否,0,0,0,0,否,,否,未回复,,0.00分,0,,
